video_id,video_title,comment_id,author,comment,likes,published_at,sentiment
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,Ugya4mcdqyNzO46jr5Z4AaABAg,@tintonsuwito346,Jokowi memang ingin menghancurkan negara hanya orang berjiwa PKI yang punya sifat membuat bangkrut negara.,0,2025-11-27T12:00:18Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgxoIir3igBLmbIbQS14AaABAg,@tintonsuwito346,Nah loh yang dapat markap siapa itulah dia yang bertanggung jawab karna project itu dibuat hanya untuk bisa dimarkap oleh pencetus project itu siapa tanya Jokowi.,0,2025-11-27T11:53:15Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgwnqB65IRdT3InX40x4AaABAg,@MiswanUsman,"Jokowi itu jauh lebih pinter dari orang yang pinter, Jokowi mao dilawan mana mungkin bisa menang....?",1,2025-11-27T08:42:14Z,neutral
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgxTBkfbjPrWdyxqvXt4AaABAg,@wahyuyudha3552,"saya cek di komen, adakah yang menyebut anak abah",0,2025-11-26T07:48:11Z,neutral
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgxpU-zR1DDdnXYye3J4AaABAg,@Ema1223-t7b,Om..suruh jokowi Luhut yg urus bayar utang utang ws ituu jangan bebankan bayar utang wus itu dari pajak2Rakyat banyak itu,0,2025-11-26T05:06:34Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgztC_ENmCCnx_HUsr54AaABAg,@Ema1223-t7b,Iya beneran itu om..proyek wus&IKN  adalah hasilnya kerja ke gilaanjokowi selama 10 tau dan yg harus ditangkap bertanggungjawab adalah jokowi& Luhut binsar p itu,0,2025-11-26T05:01:15Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgwObcIPiFIzAy_txdF4AaABAg,@snsvhitam6594,Whosshhh itu bukti ketololoan ambisi beliau,0,2025-11-26T03:17:46Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgwVuA845kUz7YG7RsB4AaABAg,@achmadakbar4941,"Semua anggota RI lah karna udah tau gak mampu bayar nekat beli huh payah 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉

Bila perlu harus di jual negara kalau gak mampu mempertahankan",0,2025-11-25T20:22:09Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,Ugw-h3OqaLZqc_MzxkJ4AaABAg,@HairulAbdullah01,"Kata pak Jokowi ..mana tau saya,kok tanya saya😂😂",0,2025-11-25T13:05:57Z,neutral
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,Ugw1XpPDhcN8falPoC14AaABAg,@Nurhasanah-m7e3f,"Mka bang udah mncerdaskan msarakat,  emang nih proyek yg trlalu di paksakan, dananyh dr utang lg,  nih yg di nmakan negra di jajah ekonominyah.",0,2025-11-25T10:26:47Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgwhupaiI-gCPaVzhzJ4AaABAg,@RifqiWafi88,"Kek macam lirik lagu blackpink yg jump ""we our all the mission, all gas no brakes"", dari liriknya aja maksudnya mereka (pemerintah) seperti punya misi, proyek besar""an secepatnya tanpa memikirkan kedepannya.",0,2025-11-25T06:49:17Z,neutral
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgzoUSBOJIeUWM424PB4AaABAg,@Djakvar,Si Opung pasti terlibat,0,2025-11-25T02:02:12Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,Ugy0upBOQ6f-ibhMmoV4AaABAg,@IsmayaTriwikrama,"TANGKAP Jokowi dkk dan bawa wisata ke Nusakambangan! Namun, hehe siapa yg mau nangkep? KPK gak berani karena Mas Gemoy sudah menzamin HOPENG nya yg terkasih. Tinggal harapkan mahasiswa, aktivis, & rakyat yg nanti ber ramai2 nangkep buruan  .  .  .  .  !",0,2025-11-25T00:13:00Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgzDDlBCubesOMRtHUd4AaABAg,@devinfirmangi4950,"Bapaknya bikin susah tapi malah milih anaknya, kan tulul",0,2025-11-24T16:04:39Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgxLZH12U_GH90x9syt4AaABAg,@mikeacong719,"Kalo yg bicara tidak mengerti permasalahan awal dan visi Indonesia ya ngak ngerti lah.
Juga kalo Mahmud berbicara itu didasarkan kebencian, mahmud tidak sangat menjilat pdip yg benci sekali Pak Jokowi.
Lihat mahmud yg dulu dihormati sekarang sangat tidak dihormati, kasian salah gaul.",0,2025-11-24T11:03:50Z,positive
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,Ugw8AfCNNNsLvU2dc2l4AaABAg,@Baks2886,Woi kontraktor yang ngerjain aja masih banyak yang blm di bayar..udh korup nyiksa rakyat sendiri .. negara gila,0,2025-11-24T09:04:18Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgxCWdmyvS4IOMM2n594AaABAg,@abdsamaduwa,Kereta cepat Bandung Jakarta  memakan biaya tidak masuk akal ini disebabkan untuk memiskinkan Bangsa RI  adakh patut proyat kereta cepat di Arab saudi 1100 km sama biayanya jakarta Badung 100km sama biayanya dgn peroyek Arab saudi lni menunjukan kebodohan pemerintah rezim jkw .,1,2025-11-24T04:52:20Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgwtiLEau-vnfgOiqed4AaABAg,@sirey76,"Singkatan yg dipaksain, sama dengan barangnya sendiri",0,2025-11-23T22:42:29Z,neutral
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,Ugwo5xp4_chzWwERXBZ4AaABAg,@jayyus3928,Yg harus d tangkap paling kecoa...tikusnya d biarkan cari makan lagi....kayak gk tau intergritas kpk dan penegak hukum indonesia aja...😅😅😅,0,2025-11-23T22:26:44Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,Ugy6rYVhAfzzte1fRfd4AaABAg,@imaniman4751,"Rutenya cuma beberapa daerah, tapi impact tanggung jawab nya satu negara,, gila ga tuh jokovvi",0,2025-11-23T18:50:13Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,Ugyujr5fk-Ri8t189HF4AaABAg,@ZainulArifin-e1l,Ini ada komplotn kjhtn yg mmng ala mafia garong yi jkwee n LBP n SMI  dll n kmungkinn ada pihak Cina jg n mrk mlkkn mark up biaya n mnggarong APBN dg sgl cr n gimic politik n bhkn mmpertaruhkn lokasi2 strategis scr geopolitik ... disekitar Natuna n Riau kepulauan  ...,0,2025-11-23T13:21:06Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgyKRhY4mDxjJaf2REt4AaABAg,@alanbintang3262,Raja jawa,0,2025-11-23T11:52:53Z,neutral
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgyX-HGbmYkXbGhpZnl4AaABAg,@PeresesiMotor,Harus nyapai  ujung timur pulau jawa baru biea balik modal,0,2025-11-23T03:14:15Z,neutral
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,Ugymc6o1Z9qqj1dIK-14AaABAg,@DarkFarah,Setuju banget idea bagus bung,0,2025-11-23T03:07:05Z,positive
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgwRg4h2RMOqXyxHww54AaABAg,@Olliverwilliams,Otak lu gak sampai Raymond,0,2025-11-23T03:02:23Z,neutral
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgwLE6_koAfRoseGTv14AaABAg,@novelali5064,Presiden k7 jg sableng gendeng😊,0,2025-11-23T02:08:38Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgwpLdgnFqM_NdFt0Jp4AaABAg,@abdurahmanabuavi8459,"INDONESIA KAYA RAYA...PERLU PEMIMPIN KUAT YG JUJUR DAN MERAKYAT...ANTI
 KORUPSI...‼️‼️‼️
HARAPAN SEKARANG ADA DI PRESIDEN PRABOWO...❤❤❤
TANGKAP KORUPTOR MALING DUIT RAKYAT...‼️‼️‼️",1,2025-11-23T01:58:39Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgzBHdeGDKlVwvNoXA14AaABAg,@RahmatBengkulu-k3d,"Pak probowo itu tegas jangan pandang bulu karena buat utang dierajokowi adalah raja berutang kecina dia yang bekerja sama Luhut harus dipertanggung jawabkan bukan rakyat yang akan membayarnya pak Purbaya jangan mau bayar utang yang besar2itu yang buat ternak3jokowi yang banyak menensarakan Indonesia dan rakyat rakyat tidak setuju bayar utang besar3an kapanperlu yang buat utang bersar2suruh bayar Jokowi yang dalangnya sama Luhut tukang rajanya segala2nya.pakmentriku harus tegas tidak kata rakyat jangan mau bayar utang.yang besar2
Rakyat yang kalian.korbankan.miskin.pak ternak2jokowi yang buat utang besar2semoga pak Purbaya selalu dilindungi Allah kemanamenjalankan tugas demi Indonesia selamat dan.rskyat makmur.rakyat tetap menjaga pak Mentriku dibelakang pak Mentriku bersama rakyat menyelamatkan Indonesia aburadur ditangan Jokowi semua aburadur,",0,2025-11-22T23:05:53Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgywqBKXg_fHSO0rzeZ4AaABAg,@azkakiyyaazmi8937,"Makasih loh bang yg udh jelasin kegilaan proyek ini dg bahasa yg mudah di pahami sy, emak emak yang pen tau ada apa dibalik kasus ini",0,2025-11-22T22:07:51Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgybF3HyTLPC3HyKP0d4AaABAg,@Math342010,"Saya tadinya mau coba pakai Whoosh untuk berangkat dari Jkt ke Bdg, cuma nge lihat perjalanan keretanya hanya sampai Padalarang, jadi males saya, karena bukan hanya jadi tambah mahal, tambah buang waktu juga dari Padalarang ke Bandung",0,2025-11-22T19:01:45Z,neutral
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgwHYdw6nEoF8ASTift4AaABAg,@AnisMaaruf,Lbp sebetulnya juga termasuk inisiator bersama jkw. Namun dia berlindung diketisk jkw tdk msu disalahkan Lbp bilsng menunggu sk jkw. Setali tiga uang,0,2025-11-22T10:38:18Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgwattqK6NcbZ1p-Z2h4AaABAg,@ibdarmayadnya274,Apalagi yg hanya mendapat hanya diameter tertentu,0,2025-11-22T09:42:34Z,neutral
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgyychBRyfz5hzlb9dt4AaABAg,@ibdarmayadnya274,"Siapa yg nanda tangan mou dg cina sampai 60 tahun, apalagi biayanya besar dan apalagi sudah àda transpormasi yg lain dan apalagi negara sedang berhutang katanya.",0,2025-11-22T09:34:31Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,Ugx5FEZbi3BthOh_fOV4AaABAg,@MuHSkR,Tidak perlu di tanya jelas jokowi yg bertanggung jawab karna itu adalah keinginan egois dia sebagai presiden,0,2025-11-22T04:48:06Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,Ugw4WwNGpQqQ1Pqxovl4AaABAg,@dominicalvin,"Ke Surabaya ga worth it
Mending naik pesawat kalau mau cepet
Atau Kai biasa kalo ngga keburu banget",0,2025-11-22T04:28:32Z,neutral
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgxtyDK58C2yiJXa4H94AaABAg,@sudanawayan5563,Ulasan yang sangat bisa diterima akal sehat🙏,0,2025-11-22T03:36:28Z,positive
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,Ugx6M4WXQFQPQDYJa_54AaABAg,@unx7577,"100% Betul , Rakyat di rugikan hrs nanggung utang.....Proyek Orang Rakus tnp melihat nasib Rakyat di pertaruhkan ....Utang Whooosh tanggung jawab JOKOWI",0,2025-11-22T03:21:27Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgxLdooPWhklDPE5eDN4AaABAg,@sindikatsepuluh1318,Kasih kesempata buat yg pro WHOOSH untuk kasih PoV mereka...,0,2025-11-22T02:34:05Z,neutral
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgzzB0tosmvvimJ8QcV4AaABAg,@FirmanSyah-ml1kx,"Bawa bawa agama, buat ngibul secara sains ini ga efisien secara produksi.",0,2025-11-22T01:15:29Z,neutral
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,Ugw-ZQIlWTEf6LOAmFF4AaABAg,@abdulmuhaiminfakhri4130,KUNCI : ADILI JOKOWI ?,1,2025-11-22T00:36:48Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,Ugx9bT8H_EGyXzb3pMR4AaABAg,@AILEENMARSELEN,"Kalo sudah seperti ini siapa yang harus disalahkan, ya seluruh rakyat indonesia yang sudah memilih Presiden Jokowi. Orang Lugu belum tentu Hatinya bersih dan orang keras belum tentu hatinya jahat.",0,2025-11-21T13:27:00Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgyJ-70BDFyqT31nNqV4AaABAg,@aidar8536,"Kalau kedaulatan negara, menjual negara ke negara lain demi sedikit org. Apa tdk ada penyelesaian hukum. Org miskin byk, jusru buat hutang yg menyesengsarakan rakyat. Itu tindakan paling kejam diantara kejam yg lain. Itu byk yg ndak makan. Apa pernah dipikirin.yg aneh lg tidak penting utk jalur ini. Lalu tetap dibuat . Dan rugi minta negara byr. Minta tanggung jawab sama yg suruh dan tanda tangan. Negara ini bukan milik oknum tetapi milik rakyat Indonesia.  Semoga Allah SWT menjaga negeri ini dari orang2 zalim. Dan mengembalikan semua kezaliman kpd yg buat. Aamiin.",0,2025-11-21T03:38:41Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgwPThWCQH0XP5Qlgp14AaABAg,@dulaciswiri7525,Memang banyak maling disini,0,2025-11-20T22:50:43Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgyxGMcPnVJfVkyvLnd4AaABAg,@FathUllah-z3q,Salam waras dari Panglima AZAZIL 🏃🏃🏃🏃🧑‍🦽🧑‍🦽🥶,0,2025-11-20T21:45:05Z,neutral
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgyRvQr3LfgYw9at68x4AaABAg,@muhammadrizalhambalirizall9147,"secara trasparan di publik yg puya gagasan telah mengakui yg harus di pinta pendapat dan pertanggung jawaban yg Jokowi kalou ega  ,kelewatan.",0,2025-11-20T16:36:57Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgxAqAAl4KYlxIxVz4Z4AaABAg,@MikhaelHuba,Ketacepat bisnis Jokowi dgn Luhut punya bisnis,0,2025-11-20T11:58:53Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgwG7IrOBc3s9mlQ6N54AaABAg,@MikhaelHuba,Jokowi harus diperiksa KPK . Menyangkut kereta cepat( whoos.),0,2025-11-20T11:54:10Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgyLAdGMhPZutzigcCd4AaABAg,@DewiWasitoh-i9m,"Ampun p jkw knp tega skl pd rakyatnya sendiri, bantuan sembako untuk melunakan rakyat teryata uang teriliyunan masuk dompet"" aparat haus uang, ya Alloh kpn karma nyata bg org"" penghianat itu, kasihan P Prabowo akan membangun indonesia harus menyelesaikan masalh yg bukan urusannya, Ya ALLOH, berilah kekuatan kesehatan pd P Prabowo, agar bisa memimpin negeri ini dgn adil makmur dan beradap amin",0,2025-11-20T05:13:45Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,Ugw1G8qSR1v26IMem_x4AaABAg,@HadiMulyono-z9l,Yang ditangkap yg namanya tercantum dalam proyek,0,2025-11-20T02:57:14Z,neutral
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgxDIjl3maH7esggQhd4AaABAg,@Sugiharto-z4e,Yang harus di tangkap yang buat kebijakan dan yang memberi anggaran dan kebijakan,0,2025-11-20T02:09:19Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,Ugx30uz8D4RKmjC8Z194AaABAg,@nabilasoraya3228,Masalah ijazah aja belum beres 😂,0,2025-11-19T14:26:58Z,neutral
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,Ugzl1pMk5SZUzylZV414AaABAg,@syahrulbelpas3876,"Whoosh yg wajib bertanggung jawab adalah "" KOKOWI & LBP ""!!!",0,2025-11-19T08:16:41Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgxwgQUKofiStHys3gd4AaABAg,@Titik-b5q,*JKW DAN LBP DAN KRONI LAINNYA*,0,2025-11-19T04:07:55Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgyGMWPMLF_nMNNSs9h4AaABAg,@fftessa1855,Ambisi bole tapi dapak nya tidak di pikirkan itu cara kurang baik buat bisnis nol besar rugi besar,0,2025-11-19T03:35:14Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,Ugz68o39lWrpXyHtUzl4AaABAg,@fftessa1855,Kita sendiri yg kala politik Ahir nya terlilit utang besar dan itu bisa patal ekonomi kita,0,2025-11-19T03:33:36Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,Ugx2qgeYEMLikT5xqjZ4AaABAg,@rdiyan8351,Isinya barisan sakit hati semua,0,2025-11-19T03:04:36Z,neutral
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgxPOxOn9IN6DjxbQbh4AaABAg,@salfaandini8867,presiden ke 7 bukan bangun negeri tapi bangun perut keluarga.😮 barangkali?,0,2025-11-18T22:31:03Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgwzffboiCHcASeXWCl4AaABAg,@afterdawn-n1s,Whoosh ini proyek untuk korupsi geng solo yg menggadaikan kedaulatan NKRI. Joko Widodo harus bertanggung jawab secara pribadi.,0,2025-11-18T22:28:51Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,UgzKsUw2WOE2RkPSx5Z4AaABAg,@sarahnoerani1858,Udah jadi rahasia umum bahwa semua proyek mulai dari orba hingga skrg pasti di mark up.. jadi biar adil kalo mau diusut harus diusut semua.. jangan cuma proyek di era.jkw doang..,0,2025-11-18T21:48:56Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,Ugw1VDGfvGABUFFi8_h4AaABAg,@YuyunSemalanglor,"AYOLAH KPK, USUT TERUS SAMPAI KE JKW DAN LUHUT. JIKA TIDAK, KPK BUBARKAN SAJA!",0,2025-11-18T13:54:55Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,Ugw_MAiQgQLEGrf_RDN4AaABAg,@lianatalia2934,"Jkowi jd nyusahin semua org.Nyusahin N-gara,presiden&rkyt.termasuk presiden chinna jkowi nyusahin jg.mega wati jg sma itu kasus blbi lns-i htg para konglomerat dr117T-turun jd 5T.masa konglomerat/org2kaya htg hrs di Lns-i.hrs-ny kn di byr bukan di lns-i.akbt-ny n-gara boke!&gk ada duit bangkrut!.pulau di jual&telkom/indosat di jual O/mega wati.pemimpin-ny pd korup!&Bikin bangkrut!.semua.",0,2025-11-18T04:32:20Z,negative
1_Xrj0mb7K4,Bedah KEGILAAN Project Whoosh,Ugy_UZNKZoR26xdvPwZ4AaABAg,@lianatalia2934,Lg-an jd presiden pd ambisi gila proyek!.udh gk bisa kelola n-gara mlh yg ada bikin bangkrut!.sby aj bikin proyek hambalang mangkrak!&Rugi.masih pgn bikin proyek lg.lalu itu jkowi jg proyek Ikn&proyek woosh mangkrak&rugi jg.dg htg yg membengkak!&rugi-kn N-gara.rkyt di bikin ssh!&sgsr!.krn Ambisi para pemimpin-ny yg rakus!&Srkh!.pd proyek2yg mangkrak!.bukan rkyt-ny yg di sjhtr-kn mlh rkyt di bikin miskin&suruh tanggung htg proyek yg gk lns2&membengkak!.,0,2025-11-18T04:14:13Z,negative
